VoL,ESW,Slope,Aniso,vol_n,esw_n,slope_n,aniso_n,path,score,label
64.44893859346843,13.0,-0.005124714691191912,0.008196704089641571,0.9737292025578078,1.0,0.0,0.9316941382784754,C:/Users/SSAFY/Desktop/Athens/photos\84-IMG_0167.jpg,0.7366,defocus
68.73721571589236,11.0,-0.010632013902068138,0.011888179928064346,0.9659323350626333,1.0,0.0,0.9009318421884769,C:/Users/SSAFY/Desktop/Athens/photos\86-P1069971.jpg,0.7316,defocus
35.164154984341806,6.0,-0.00733823562040925,0.023847505450248718,1.0,0.9999999980000001,0.0,0.8012708044753603,C:/Users/SSAFY/Desktop/Athens/photos\99-P1030170-Enhanced-NR.jpg,0.7301,defocus
116.64293121451529,10.0,-0.012880711816251278,0.01668989099562168,0.8788310341576299,1.0,0.0,0.8609175866266872,C:/Users/SSAFY/Desktop/Athens/photos\88-IMG_0059.jpg,0.7058,defocus
118.09814210474887,8.0,-0.008741208352148533,0.023400181904435158,0.876185196175435,1.0,0.0,0.804998500379832,C:/Users/SSAFY/Desktop/Athens/photos\74-P1070159.jpg,0.6995,defocus
123.63948412055544,8.0,-0.014498593285679817,0.02237008512020111,0.8661100288741518,1.0,0.0,0.8135826395331041,C:/Users/SSAFY/Desktop/Athens/photos\89-P1069668.jpg,0.6979,defocus
179.77543349375514,7.0,-0.012946478091180325,0.021764548495411873,0.7640446663792808,1.0,0.0,0.818628777652503,C:/Users/SSAFY/Desktop/Athens/photos\46-P1070784.jpg,0.6729,defocus
215.52236428575466,8.0,-0.011602573096752167,0.009488151408731937,0.6990502467586451,1.0,0.0,0.920932078182894,C:/Users/SSAFY/Desktop/Athens/photos\34-P1070821.jpg,0.6669,defocus
225.9733421537382,7.0,-0.01092325896024704,0.005272283684462309,0.6800484688172024,1.0,0.0,0.9560643062907885,C:/Users/SSAFY/Desktop/Athens/photos\51-P1070772.jpg,0.6656,defocus
220.51115528382434,8.0,-0.011277878656983376,0.009492511861026287,0.6899797176714106,1.0,0.0,0.9208957410834692,C:/Users/SSAFY/Desktop/Athens/photos\35-P1070820.jpg,0.6646,defocus
198.43476552767282,9.0,-0.008390167728066444,0.02237008512020111,0.7301186081364108,1.0,0.0,0.8135826395331041,C:/Users/SSAFY/Desktop/Athens/photos\75-IMG_0276.jpg,0.6639,defocus
276.99432648028846,8.0,-0.01048261672258377,0.006653576623648405,0.5872830427706158,1.0,0.0,0.9445535327568022,C:/Users/SSAFY/Desktop/Athens/photos\52-P1070770.jpg,0.6413,defocus
271.22796320596564,9.0,-0.013085349462926388,0.01019133348017931,0.5977673396328304,1.0,0.0,0.9150722280758201,C:/Users/SSAFY/Desktop/Athens/photos\38-P1070806.jpg,0.6409,defocus
215.93990833341053,9.0,-0.009044474922120571,0.04170709848403931,0.698291075762921,1.0,0.0,0.6524408749295996,C:/Users/SSAFY/Desktop/Athens/photos\41-P1070799.jpg,0.6398,defocus
234.8538621223679,8.0,-0.01184012833982706,0.03430523723363876,0.663902068874533,1.0,0.0,0.7141230468760897,C:/Users/SSAFY/Desktop/Athens/photos\101-P1028730-Enhanced-NR.jpg,0.6374,defocus
276.08263204223505,8.0,-0.011591245420277119,0.013117998838424683,0.5889406690215919,1.0,0.0,0.8906833521228483,C:/Users/SSAFY/Desktop/Athens/photos\37-P1070809.jpg,0.6363,defocus
289.62876435983384,8.0,-0.010151256807148457,0.00941939651966095,0.5643113375354964,1.0,0.0,0.9215050355440725,C:/Users/SSAFY/Desktop/Athens/photos\45-P1070785.jpg,0.6332,defocus
255.38424227218863,6.0,-0.006396241020411253,0.028812380507588387,0.6265741049664466,0.9999999980000001,0.0,0.759896849112026,C:/Users/SSAFY/Desktop/Athens/photos\103-IMG_8639-Edit.jpg,0.6326,defocus
253.62434714619067,9.0,-0.008171156980097294,0.03410312533378601,0.6297739142863847,1.0,0.0,0.7158073125678406,C:/Users/SSAFY/Desktop/Athens/photos\78-IMG_0260.jpg,0.629,defocus
306.8124428592938,8.0,-0.013089388608932495,0.012080717831850052,0.5330682857188646,1.0,0.0,0.8993273597906363,C:/Users/SSAFY/Desktop/Athens/photos\39-P1070805.jpg,0.6232,defocus
274.27584525330116,8.0,-0.008783884346485138,0.030320050194859505,0.5922257359105029,1.0,0.0,0.7473329360984261,C:/Users/SSAFY/Desktop/Athens/photos\76-P1070156.jpg,0.6228,defocus
226.5830346302485,7.0,-0.008375783450901508,0.05843451991677284,0.6789399370417493,1.0,0.0,0.5130457079397506,C:/Users/SSAFY/Desktop/Athens/photos\71-IMG_0314.jpg,0.621,defocus
342.47279895447616,8.0,-0.009850536473095417,0.012004848569631577,0.4682312746378937,1.0,0.0,0.8999596035897699,C:/Users/SSAFY/Desktop/Athens/photos\7-P1070911.jpg,0.6071,defocus
291.3494213456979,7.0,-0.008538794703781605,0.043171580880880356,0.5611828702885278,1.0,0.0,0.6402368559729257,C:/Users/SSAFY/Desktop/Athens/photos\72-P1070170.jpg,0.6043,defocus
344.19957613561326,7.0,-0.012721852399408817,0.020945044234395027,0.465091679763156,1.0,0.0,0.8254579792585431,C:/Users/SSAFY/Desktop/Athens/photos\92-IMG_1088.jpg,0.5988,defocus
382.70808675725027,8.0,-0.011408878490328789,0.004251257982105017,0.3950762059069072,1.0,0.0,0.9645728531013871,C:/Users/SSAFY/Desktop/Athens/photos\40-P1070804.jpg,0.5952,defocus
379.9936201727458,9.0,-0.009952615946531296,0.009268064983189106,0.40001159969682565,1.0,0.0,0.9227661315762465,C:/Users/SSAFY/Desktop/Athens/photos\32-P1070828.jpg,0.5923,defocus
374.2539518426828,8.0,-0.009578854776918888,0.013502278365194798,0.41044736029675044,1.0,0.0,0.8874810229999581,C:/Users/SSAFY/Desktop/Athens/photos\47-P1070782.jpg,0.5914,defocus
387.8827455116232,8.0,-0.011204366572201252,0.007524779997766018,0.385667735444582,1.0,0.0,0.9372935052441578,C:/Users/SSAFY/Desktop/Athens/photos\65-IMG_1473.jpg,0.5901,defocus
371.4109191842829,9.0,-0.007731470745056868,0.016983317211270332,0.4156165105846563,1.0,0.0,0.8584723683667166,C:/Users/SSAFY/Desktop/Athens/photos\68-IMG_1485.jpg,0.5898,defocus
353.64519857664027,9.0,-0.008582078851759434,0.03101392276585102,0.4479178207797828,1.0,0.0,0.7415506651553527,C:/Users/SSAFY/Desktop/Athens/photos\102-IMG_0768.jpg,0.5861,defocus
411.29918665809765,8.0,-0.01011607050895691,0.011823812499642372,0.3430923879063117,1.0,0.0,0.9014682373806271,C:/Users/SSAFY/Desktop/Athens/photos\6-P1070913.jpg,0.5759,defocus
386.7230599869218,7.0,-0.012374727986752987,0.025540433824062347,0.38777625458036447,1.0,0.0,0.787163069202558,C:/Users/SSAFY/Desktop/Athens/photos\42-P1070796.jpg,0.5757,defocus
428.39005122268543,8.0,-0.008861497975885868,0.008741783909499645,0.3120180886985353,1.0,0.0,0.9271518068248523,C:/Users/SSAFY/Desktop/Athens/photos\10-P1070905.jpg,0.5707,defocus
434.4535909656607,8.0,-0.008864911273121834,0.008275154046714306,0.30099347098423523,1.0,0.0,0.9310403886906817,C:/Users/SSAFY/Desktop/Athens/photos\11-P1070904.jpg,0.5684,defocus
437.4551892085947,10.0,-0.010768408887088299,0.01704089529812336,0.29553601963354537,1.0,0.0,0.8579925510162594,C:/Users/SSAFY/Desktop/Athens/photos\93-P1068410.jpg,0.5597,defocus
454.88497786598197,8.0,-0.01272087823599577,0.016427652910351753,0.2638454948025083,1.0,0.0,0.8631029038218268,C:/Users/SSAFY/Desktop/Athens/photos\61-IMG_1510.jpg,0.5523,defocus
397.8585478665812,9.0,-0.010267330333590508,0.05517033860087395,0.36752991298135185,1.0,0.0,0.5402472166387824,C:/Users/SSAFY/Desktop/Athens/photos\66-IMG_1493.jpg,0.5459,in_focus
480.0251131734978,9.0,-0.007759722415357828,0.015244569629430771,0.21813615788058338,1.0,0.0,0.8729619303412494,C:/Users/SSAFY/Desktop/Athens/photos\79-P1070111.jpg,0.5418,in_focus
476.68671073676495,8.0,-0.009332039393484592,0.047457851469516754,0.22420598049271456,1.0,0.0,0.6045179373775322,C:/Users/SSAFY/Desktop/Athens/photos\9-P1070906.jpg,0.5165,in_focus
547.5789970029193,8.0,-0.009177395142614841,0.014029075391590595,0.09531091455659557,1.0,0.0,0.8830910481458244,C:/Users/SSAFY/Desktop/Athens/photos\48-P1070781.jpg,0.5121,in_focus
566.6176536047183,8.0,-0.010229804553091526,0.008874423801898956,0.06069517528122692,1.0,0.0,0.9260464744803025,C:/Users/SSAFY/Desktop/Athens/photos\12-P1070903.jpg,0.5078,in_focus
578.7535921619663,8.0,-0.01075068674981594,0.010568096302449703,0.038629832450268076,1.0,0.0,0.9119325381518743,C:/Users/SSAFY/Desktop/Athens/photos\59-IMG_1477.jpg,0.5009,in_focus
3190.1952985493267,8.0,-0.006775498390197754,0.00323789962567389,0.0,1.0,0.0,0.9730175053679254,C:/Users/SSAFY/Desktop/Athens/photos\81-IMG_0213.jpg,0.4973,in_focus
3906.881049578769,8.0,-0.006536892149597406,0.0034827222116291523,0.0,1.0,0.0,0.9709773173216473,C:/Users/SSAFY/Desktop/Athens/photos\83-P1070013.jpg,0.4971,in_focus
1296.9998037702385,7.0,-0.006132377311587334,0.00457657128572464,0.0,1.0,0.0,0.9618619091304689,C:/Users/SSAFY/Desktop/Athens/photos\49-P1070779.jpg,0.4962,in_focus
1307.949055223357,8.0,-0.009257582947611809,0.0046829963102936745,0.0,1.0,0.0,0.9609750339996332,C:/Users/SSAFY/Desktop/Athens/photos\80-IMG_0252.jpg,0.4961,in_focus
1503.4004316399057,7.0,-0.006351112388074398,0.005008006934076548,0.0,1.0,0.0,0.9582666123604777,C:/Users/SSAFY/Desktop/Athens/photos\50-P1070775.jpg,0.4958,in_focus
609.899246221381,9.0,-0.009585008025169373,0.00538096996024251,0.0,1.0,0.0,0.9551585874014301,C:/Users/SSAFY/Desktop/Athens/photos\21-P1070886.jpg,0.4955,in_focus
2468.091731479422,8.0,-0.006895566359162331,0.005428062751889229,0.0,1.0,0.0,0.9547661475037441,C:/Users/SSAFY/Desktop/Athens/photos\62-IMG_0026.jpg,0.4955,in_focus
771.1047455320506,8.0,-0.010416772216558456,0.00545479916036129,0.0,1.0,0.0,0.9545433441183773,C:/Users/SSAFY/Desktop/Athens/photos\82-IMG_0203.jpg,0.4955,in_focus
1654.4688290808906,8.0,-0.007806199602782726,0.006007932126522064,0.0,1.0,0.0,0.9499339031178242,C:/Users/SSAFY/Desktop/Athens/photos\16-P1070897.jpg,0.495,in_focus
1182.206839531298,7.0,-0.008543419651687145,0.006476570852100849,0.0,1.0,0.0,0.9460285807301112,C:/Users/SSAFY/Desktop/Athens/photos\14-P1070899.jpg,0.4946,in_focus
1376.2448694493607,8.5,-0.008321029134094715,0.006592935416847467,0.0,1.0,0.0,0.9450588761046981,C:/Users/SSAFY/Desktop/Athens/photos\27-P1070855.jpg,0.4945,in_focus
1526.0019129953007,8.0,-0.008835469372570515,0.006552622653543949,0.0,1.0,0.0,0.9453948157708991,C:/Users/SSAFY/Desktop/Athens/photos\18-P1070894.jpg,0.4945,in_focus
1393.8365273214076,8.0,-0.010051203891634941,0.006961663253605366,0.0,1.0,0.0,0.9419861443877766,C:/Users/SSAFY/Desktop/Athens/photos\17-P1070896.jpg,0.4942,in_focus
883.0966438564486,8.0,-0.008612608537077904,0.007000682409852743,0.0,1.0,0.0,0.9416609847794783,C:/Users/SSAFY/Desktop/Athens/photos\20-P1070887.jpg,0.4942,in_focus
1735.8831098783382,8.0,-0.007385477889329195,0.007302698213607073,0.0,1.0,0.0,0.9391441866245922,C:/Users/SSAFY/Desktop/Athens/photos\15-P1070898.jpg,0.4939,in_focus
971.8196000501247,8.0,-0.011205830611288548,0.007327534724026918,0.0,1.0,0.0,0.9389372157216743,C:/Users/SSAFY/Desktop/Athens/photos\4-P1070928.jpg,0.4939,in_focus
3622.106483146444,9.0,-0.005191814620047808,0.0072673624381423,0.0,1.0,0.0,0.9394386513955932,C:/Users/SSAFY/Desktop/Athens/photos\98-IMG_9902.jpg,0.4939,in_focus
635.2880373221278,8.0,-0.009048291482031345,0.0074879503808915615,0.0,1.0,0.0,0.9376004186925354,C:/Users/SSAFY/Desktop/Athens/photos\33-P1070823.jpg,0.4938,in_focus
782.4854766228676,8.0,-0.009480716660618782,0.007431769743561745,0.0,1.0,0.0,0.9380685906312696,C:/Users/SSAFY/Desktop/Athens/photos\13-P1070901.jpg,0.4938,in_focus
1241.3883798810114,8.0,-0.010796036571264267,0.00823567807674408,0.0,1.0,0.0,0.9313693550796864,C:/Users/SSAFY/Desktop/Athens/photos\3-P1070929.jpg,0.4931,in_focus
2108.105902785803,8.0,-0.008848690427839756,0.008414163254201412,0.0,1.0,0.0,0.9298819787248234,C:/Users/SSAFY/Desktop/Athens/photos\56-P1070753.jpg,0.493,in_focus
957.9111557997388,8.0,-0.008750470355153084,0.008484113961458206,0.0,1.0,0.0,0.929299056212927,C:/Users/SSAFY/Desktop/Athens/photos\87-IMG_0083.jpg,0.4929,in_focus
2505.6862832080405,8.0,-0.00672451127320528,0.008877873420715332,0.0,1.0,0.0,0.9260177276592283,C:/Users/SSAFY/Desktop/Athens/photos\26-P1070859.jpg,0.4926,in_focus
1672.3539021459083,9.0,-0.0072821760550141335,0.009844668209552765,0.0,1.0,0.0,0.9179611050903015,C:/Users/SSAFY/Desktop/Athens/photos\63-IMG_1481.jpg,0.4918,in_focus
4222.91707367174,8.0,-0.007894565351307392,0.010135810822248459,0.0,1.0,0.0,0.9155349168533531,C:/Users/SSAFY/Desktop/Athens/photos\44-P1070787.jpg,0.4916,in_focus
904.7499169192782,9.0,-0.009310142137110233,0.010068574920296669,0.0,1.0,0.0,0.9160952159895931,C:/Users/SSAFY/Desktop/Athens/photos\85-IMG_0151.jpg,0.4916,in_focus
1714.1631374031726,8.0,-0.010550723411142826,0.010168847627937794,0.0,1.0,0.0,0.9152596101622176,C:/Users/SSAFY/Desktop/Athens/photos\5-P1070921.jpg,0.4915,in_focus
606.9838373828305,8.0,-0.009706299751996994,0.010413593612611294,0.0,1.0,0.0,0.9132200604599008,C:/Users/SSAFY/Desktop/Athens/photos\54-P1070761.jpg,0.4913,in_focus
648.0770034967632,8.0,-0.010669763199985027,0.01046506967395544,0.0,1.0,0.0,0.9127910933177802,C:/Users/SSAFY/Desktop/Athens/photos\64-IMG_1504.jpg,0.4913,in_focus
2375.277678693577,8.0,-0.00784472655504942,0.010593692772090435,0.0,1.0,0.0,0.9117192342559768,C:/Users/SSAFY/Desktop/Athens/photos\23-P1070880.jpg,0.4912,in_focus
1618.4008958112283,8.0,-0.007668809033930302,0.010664395987987518,0.0,1.0,0.0,0.9111300408392673,C:/Users/SSAFY/Desktop/Athens/photos\28-P1070853.jpg,0.4911,in_focus
1741.7603340945657,8.0,-0.00788461696356535,0.010886024683713913,0.0,1.0,0.0,0.9092831351954561,C:/Users/SSAFY/Desktop/Athens/photos\29-P1070852.jpg,0.4909,in_focus
1734.8513241663472,7.0,-0.007773940917104483,0.011030546389520168,0.0,1.0,0.0,0.908078787747433,C:/Users/SSAFY/Desktop/Athens/photos\31-P1070830.jpg,0.4908,in_focus
1869.7074923747884,9.0,-0.008132006973028183,0.011165537871420383,0.0,1.0,0.0,0.9069538588253419,C:/Users/SSAFY/Desktop/Athens/photos\22-P1070881.jpg,0.4907,in_focus
713.5573198032704,8.0,-0.00859287939965725,0.01127224788069725,0.0,1.0,0.0,0.9060646088221388,C:/Users/SSAFY/Desktop/Athens/photos\70-IMG_0316.jpg,0.4906,in_focus
1323.8739173907964,7.0,-0.007867935113608837,0.01238069124519825,0.0,1.0,0.0,0.8968275815543828,C:/Users/SSAFY/Desktop/Athens/photos\30-P1070831.jpg,0.4897,in_focus
2277.392111959857,7.0,-0.009718899615108967,0.012496019713580608,0.0,1.0,0.0,0.895866511064619,C:/Users/SSAFY/Desktop/Athens/photos\43-P1070791.jpg,0.4896,in_focus
661.2433498214555,8.0,-0.012741856276988983,0.013739093206822872,0.0,1.0,0.0,0.8855075661508456,C:/Users/SSAFY/Desktop/Athens/photos\19-P1070892.jpg,0.4886,in_focus
643.6300877008065,9.0,-0.007225909270346165,0.014080185443162918,0.0,1.0,0.0,0.8826651310848814,C:/Users/SSAFY/Desktop/Athens/photos\69-IMG_0317.jpg,0.4883,in_focus
846.486535427895,8.0,-0.009878171607851982,0.015059737488627434,0.0,1.0,0.0,0.8745021980529215,C:/Users/SSAFY/Desktop/Athens/photos\53-P1070767.jpg,0.4875,in_focus
1941.8964928893686,9.0,-0.008437199518084526,0.015331235714256763,0.0,1.0,0.0,0.8722397130278842,C:/Users/SSAFY/Desktop/Athens/photos\55-P1070754.jpg,0.4872,in_focus
572.4498317350805,8.0,-0.00747289601713419,0.03135250508785248,0.05009121504439751,1.0,0.0,0.7387291460404671,C:/Users/SSAFY/Desktop/Athens/photos\8-P1070908.jpg,0.4864,in_focus
593.737370197463,9.0,-0.007959708571434021,0.02043541893362999,0.01138659965895128,1.0,0.0,0.8297048564110121,C:/Users/SSAFY/Desktop/Athens/photos\77-P1070149.jpg,0.4858,in_focus
947.3053629564607,8.0,-0.009366830810904503,0.01715443655848503,0.0,1.0,0.0,0.8570463739254269,C:/Users/SSAFY/Desktop/Athens/photos\58-P1070701.jpg,0.4857,in_focus
1515.642268617499,7.5,-0.008124305866658688,0.017419714480638504,0.0,1.0,0.0,0.8548357247583687,C:/Users/SSAFY/Desktop/Athens/photos\25-P1070868.jpg,0.4855,in_focus
689.5484276656861,9.0,-0.012619650922715664,0.017590081319212914,0.0,1.0,0.0,0.8534160012218923,C:/Users/SSAFY/Desktop/Athens/photos\60-IMG_1476.jpg,0.4853,in_focus
1699.7879660499132,7.0,-0.009635483846068382,0.018000490963459015,0.0,1.0,0.0,0.8499959211381815,C:/Users/SSAFY/Desktop/Athens/photos\24-P1070877.jpg,0.485,in_focus
765.509186662437,9.0,-0.009919513016939163,0.018418671563267708,0.0,1.0,0.0,0.8465110830968455,C:/Users/SSAFY/Desktop/Athens/photos\97-P1030878.jpg,0.4847,in_focus
1253.2093202918309,8.0,-0.007238777820020914,0.02015548013150692,0.0,1.0,0.0,0.8320376795676356,C:/Users/SSAFY/Desktop/Athens/photos\73-P1070166.jpg,0.4832,in_focus
973.6318214058758,8.5,-0.009739399887621403,0.024286141619086266,0.0,1.0,0.0,0.7976155033729891,C:/Users/SSAFY/Desktop/Athens/photos\57-P1070702.jpg,0.4798,in_focus
1550.7091217383304,8.0,-0.008281141519546509,0.024908842518925667,0.0,1.0,0.0,0.792426329640092,C:/Users/SSAFY/Desktop/Athens/photos\67-IMG_1486.jpg,0.4792,in_focus
1017.4492408157756,8.0,-0.009508180432021618,0.026773279532790184,0.0,1.0,0.0,0.7768893558193022,C:/Users/SSAFY/Desktop/Athens/photos\36-P1070812.jpg,0.4777,in_focus
1112.755141313505,7.0,-0.008493906818330288,0.027196373790502548,0.0,1.0,0.0,0.7733635706321812,C:/Users/SSAFY/Desktop/Athens/photos\100-P1029159.jpg,0.4773,in_focus
575.2313009653639,9.0,-0.006771175190806389,0.04277604818344116,0.04503399826215604,1.0,0.0,0.6435329615102434,C:/Users/SSAFY/Desktop/Athens/photos\95-P5090577.jpg,0.4756,in_focus
741.4523172499524,7.0,-0.0076982141472399235,0.02951008826494217,0.0,1.0,0.0,0.7540826182852637,C:/Users/SSAFY/Desktop/Athens/photos\96-P1030966.jpg,0.4754,in_focus
645.9301669047901,7.0,-0.00950164906680584,0.030015798285603523,0.0,1.0,0.0,0.7498683684642733,C:/Users/SSAFY/Desktop/Athens/photos\2-P1070964.jpg,0.475,in_focus
787.3541432700661,9.0,-0.01023799367249012,0.03054710477590561,0.0,1.0,0.0,0.7454408147473853,C:/Users/SSAFY/Desktop/Athens/photos\91-IMG_1089.jpg,0.4745,in_focus
609.3220830738304,7.0,-0.009728210978209972,0.03189631924033165,0.0,1.0,0.0,0.7341973618141228,C:/Users/SSAFY/Desktop/Athens/photos\1-P1070965.jpg,0.4734,in_focus
631.1594256143102,8.0,-0.007795699406415224,0.03606545925140381,0.0,1.0,0.0,0.6994545312837572,C:/Users/SSAFY/Desktop/Athens/photos\94-11032260.jpg,0.4699,in_focus
1145.435520108261,8.0,-0.00806762557476759,0.05095473676919937,0.0,1.0,0.0,0.5753772289752361,C:/Users/SSAFY/Desktop/Athens/photos\90-IMG_1093.jpg,0.4575,in_focus
